PKID|IDSucursal|IDReporteImpresion|IDNumCpContable|Codigo|Descripcion|Abreviacion|TipoCp|Numero|Serie|LongitudNumero|LongitudSerie|MaximoNumeroItems|PeriodoAnulacion|NumeracionAutomatica|NumeracionContable|RequiereMotivoAnulacion|GenerarNumeracionAlGuardar|PermitirFechasFuturas|PermitirFechasDiferidas|Imprimible|IDTipoComprobantePago|EsComprobantePago|IDImpuesto|TieneImpuesto|PreciosIncImpto|LibroDiario|Tercero|Activo|ResumirEnLibroAuxiliar|PermitirFechasPasadas|PercepcionSinMontoMinimo|IDFormatoImpresionElectronico|IDICB|TieneICB
323|1|829181FF-C02E-4902-A091-CEB6759CDC6C|0|03|BOLETA DE VENTA SERIE 001|B/V01|Venta|8553373|1|7|3|15|15|true|false|true|true|true|false|true|4|true|1|true|true|false|false|false|true|false|false||0|false
324|1|3E613D58-01C6-4C74-B434-C737D291146E|0|01|FACTURA DE VENTA SERIE 001|F/V01|Venta|2788226|1|7|3|15|5|true|false|true|true|true|false|true|1|true|1|true|true|false|false|false|false|false|false||0|false
325|1|829181FF-C02E-4902-A091-CEB6759CDC6C|0|03|BOLETA DE VENTA SERIE 003|B/V03|Venta|2290056|3|7|3|15|3|true|false|false|true|true|false|true|4|true|1|true|true|false|false|false|true|false|false|0|0|false
326|1|3E613D58-01C6-4C74-B434-C737D291146E|0|01|FACTURA DE VENTA SERIE 003|F/V03|Venta|281364|3|7|3|15|3|true|false|true|true|true|true|true|1|true|1|true|true|false|false|false|false|true|false|0|0|false
331|1|43B16201-EC07-4702-8458-A634EC5ADE23|0|07|NOTA DE CREDITO VENTAS SERIE 001|NC001|NotaCredito|549801|1|7|3|14|1|true|false|true|true|false|false|true|6|true|1|true|true|false|false|true|false|false|true|0|0|false
332|1|43B16201-EC07-4702-8458-A634EC5ADE23|0|07|NOTA DE CREDITO VENTAS SERIE 003|NC003|NotaCredito|47183|3|7|3|14|1|true|false|true|false|true|true|true|6|true|1|true|true|false|false|false|false|true|true|0|0|false
333|1|7CB43AF7-85D1-48EB-8F35-5E2CFFBA8772|2|01|01Factura Compras Norte|01FC|Compra|2781|0|7|3|300|50|false|true|false|false|false|true|true|1|true|1|true|false|false|false|true|false|true|false|0|0|false
334|1|7CB43AF7-85D1-48EB-8F35-5E2CFFBA8772|15|12|01TICKETS|01TC|Compra|513|0|7|3|50|45|false|true|false|false|false|true|true|33|true|1|true|true|false|false|true|false|true|false||0|false
335|1|0A0849DE-001F-4307-91D1-32F51206D5E6|11|03|01BOLETA DE COMPRAS|01BC|Compra|118|0|7|3|80|30|false|true|false|false|false|true|true|4|true|0|false|false|false|false|true|false|true|false|0|0|false
338|1|A4773203-9250-4B72-BB34-0CA20C5B7E4D|63|01REFP|Recibo de entrada Faltante Personal Norte|01REFP|Caja|1378|12|7|3|10|1|true|true|false|true|false|false|true|28|true|0|false|false|false|false|true|false|false|false|0|0|false
343|1|A4773203-9250-4B72-BB34-0CA20C5B7E4D|0|01REC|Recibo de entrada a caja Norte|01REC|Caja|2811801|13|7|3|20|0|true|false|true|true|false|false|true|28|true|0|false|false|false|false|true|false|false|false|0|0|false
344|1|A4773203-9250-4B72-BB34-0CA20C5B7E4D|4|01RSC|Recibo de salida de caja NORTE|01RSC|Caja|75323|5|7|3|60|0|true|true|false|true|false|false|true|28|true|0|false|false|false|false|true|false|false|false|0|0|false
4849|1|348879E3-D0E5-4DCD-8EEF-E0D1D7950616|0|VC01|Voucher contable de operacion|VC01|VoucherContable|39218|1|7|4|100|1|true|false|false|false|true|true|true|0|false|0|false|false|false|false|true|false|true|false||0|false
4854|300000004|829181FF-C02E-4902-A091-CEB6759CDC6C|0|03|BOLETA DE VENTA SERIE 200|B/200|Venta|707452|200|7|3|15|3|true|false|true|true|true|false|true|4|true|1|true|true|false|false|false|true|false|false|0|0|false
4855|300000005|829181FF-C02E-4902-A091-CEB6759CDC6C|0|03|BOLETA DE VENTA SERI 300|B/300|Venta|1556409|300|7|3|15|1|true|false|true|true|true|false|true|4|true|1|true|true|false|false|false|true|true|false||0|false
4856|300000004|3E613D58-01C6-4C74-B434-C737D291146E|0|01|FACTURA DE VENTA SERIE 200|F/200|Venta|561539|200|7|3|15|3|true|false|true|true|true|false|true|1|true|1|true|true|false|false|false|true|false|false||0|false
4857|300000005|3E613D58-01C6-4C74-B434-C737D291146E|0|01|FACTURA DE VENTA SERIE 300|F/300|Venta|553500|300|7|3|15|3|true|false|true|true|false|false|true|1|true|1|true|true|false|false|false|true|false|false|0|0|false
4861|300000004|0|0|CNC02|Control Nota Crédito J&B|CNC02|OrdenCompra|7905|CNC02|7|5|100|300|true|false|false|true|true|false|false|0|false|1|true|false|false|false|true|false|true|false||0|false
4862|300000005|0|0|CNC03|Control Nota Crédito Multi|CNC03|OrdenCompra|8187|CNC03|7|5|100|300|true|false|false|true|true|false|false|0|false|1|true|false|false|false|true|false|true|false||0|false
4864|1|0|0|OA001|Orden de anulacion|OA001|TipoOrdenAnulacion|2328327|1|7|3|0|4|true|false|false|false|true|true|false|0|false|0|false|false|false|false|true|false|true|false|0|0|false
4867|1|0|0|OA002|Orden de recojo|OA002|TipoOrdenAnulacion|6|2|7|3|0|1|true|false|false|false|true|true|false|0|false|0|false|false|false|false|true|false|true|false|0|0|false
4877|1|B455DAA0-B30E-4C2C-A604-485616E5F69F|84|001|Comprobante de Retencion DIGA|CR001|Retencion|3852|1|7|4|15|1|true|true|true|false|false|false|true|0|false|0|false|false|false|false|false|false|true|false||0|false
4878|1|0|0|VC99|Voucher contable por diferencia de cambio|VC99|VoucherContable|726|99|7|4|0|1|true|false|false|false|false|true|false|0|false|0|false|false|false|false|true|false|true|false||0|false
4887|1|0|0|P01A01|PEDIDO 01A01|P01A01|Pedido|52366|01A01|7|5|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4888|1|0|0|P01A02|PEDIDO 01A02|P01A02|Pedido|51791|01A02|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4889|1|0|0|P01A03|PEDIDO 01A03|P01A03|Pedido|47488|01A03|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4890|1|0|0|P01A04|PEDIDO 01A04|P01A04|Pedido|50330|01A04|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4891|1|0|0|P01A05|PEDIDO 01A05|P01A05|Pedido|49435|01A05|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4892|1|0|0|P01A06|PEDIDO 01A06|P01A06|Pedido|49069|01A06|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4893|300000004|0|0|P02A01|PEDIDO 02A01|P02A01|Pedido|45098|02A01|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
4894|300000004|0|0|P02A02|PEDIDO 02A02|P02A02|Pedido|45331|02A02|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
4895|300000004|0|0|P02A03|PEDIDO 02A03|P02A03|Pedido|42729|02A03|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false||0|false
4896|300000004|0|0|P02A04|PEDIDO 02A04|P02A04|Pedido|42800|02A04|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false||0|false
4897|300000004|0|0|P02A05|PEDIDO 02A05|P02A05|Pedido|43682|02A05|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false||0|false
4898|300000004|0|0|P02A06|PEDIDO 02A06|P02A06|Pedido|41704|02A06|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
4899|300000004|0|0|P02A07|PEDIDO 02A07|P02A07|Pedido|45438|02A07|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false||0|false
4900|300000004|0|0|P02A08|PEDIDO 02A08|P02A08|Pedido|40321|02A08|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
4901|300000004|0|0|P02A09|PEDIDO 02A09|P02A09|Pedido|43335|02A09|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
4902|300000004|0|0|P02A10|PEDIDO 02A10|P02A10|Pedido|43868|02A10|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false||0|false
4903|300000004|0|0|P02A11|PEDIDO 02A11|P02A11|Pedido|43607|02A11|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
4904|300000004|0|0|P02A12|PEDIDO 02A12|P02A12|Pedido|45704|02A12|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false||0|false
4905|300000004|0|0|P02A13|PEDIDO 02A13|P02A13|Pedido|43919|02A13|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
4906|300000004|0|0|P02A14|PEDIDO 02A14|P02A14|Pedido|45515|02A14|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
4907|300000004|0|0|P02A15|PEDIDO 02A15|P02A15|Pedido|43086|02A15|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
4908|300000004|0|0|P02A16|PEDIDO 02A16|P02A16|Pedido|43661|02A16|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false||0|false
4909|300000004|0|0|P02A17|PEDIDO 02A17|P02A17|Pedido|44088|02A17|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
4910|300000004|0|0|P02A18|PEDIDO 02A18|P02A18|Pedido|42499|02A18|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
4911|1|0|0|P01A07|PEDIDO 01A07|P01A07|Pedido|49762|01A07|7|5|200|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4912|300000004|0|0|P02A19|PEDIDO 02A19|P02A19|Pedido|43550|02A19|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false||0|false
4913|300000004|0|0|P02A20|PEDIDO 02A20|P02A20|Pedido|43150|02A20|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4914|1|0|0|P01A08|PEDIDO 01A08|P01A08|Pedido|50857|01A08|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4915|300000004|0|0|P02A21|PEDIDO 02A21|P02A21|Pedido|44084|02A21|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false||0|false
4916|1|0|0|P01A09|PEDIDO 01A09|P01A09|Pedido|49554|01A09|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4917|300000004|0|0|P02A22|PEDIDO 02A22|P02A22|Pedido|44187|02A22|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false||0|false
4918|300000004|0|0|P02A23|PEDIDO 02A23|P02A23|Pedido|43740|02A23|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false||0|false
4919|1|0|0|P01A10|PEDIDO 01A10|P01A10|Pedido|49238|01A10|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4920|300000004|0|0|P02A24|PEDIDO 02A24|P02A24|Pedido|42625|02A24|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
4921|300000004|0|0|P02A25|PEDIDO 02A25|P02A25|Pedido|39587|02A25|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
4922|1|0|0|P01A11|PEDIDO 01A11|P01A11|Pedido|50568|01A11|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4923|1|0|0|P01A12|PEDIDO 01A12|P01A12|Pedido|50771|01A12|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4928|1|0|0|P01A13|PEDIDO 01A13|P01A13|Pedido|48429|01A13|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4932|300000004|0|0|P02A26|PEDIDO 02A26|P02A26|Pedido|38037|02A26|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
4933|1|0|0|P01A14|PEDIDO 01A14|P01A14|Pedido|51388|01A14|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4934|300000004|0|0|P02A27|PEDIDO 02A27|P02A27|Pedido|41515|02A27|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
4935|1|0|0|P01A15|PEDIDO 01A15|P01A15|Pedido|50949|01A15|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4936|300000004|0|0|P02A28|PEDIDO 02A28|P02A28|Pedido|38994|02A28|7|5|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
4937|1|0|0|P01A16|PEDIDO 01A16|P01A16|Pedido|50824|01A16|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4938|300000004|0|0|P02A29|PEDIDO 02A29|P02A29|Pedido|39455|02A29|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
4939|300000004|0|0|P02A30|PEDIDO 02A30|P02A30|Pedido|37929|02A30|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4940|1|0|0|P01A17|PEDIDO 01A17|P01A17|Pedido|47546|01A17|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4941|1|0|0|P01A18|PEDIDO 01A18|P01A18|Pedido|48558|01A18|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4942|300000004|0|0|P02B01|PEDIDO 02B01|P02B01|Pedido|91061|02B01|7|5|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4943|1|0|0|P01A19|PEDIDO 01A19|P01A19|Pedido|48422|01A19|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4944|300000004|0|0|P02B02|PEDIDO 02B02|P02B02|Pedido|81305|02B02|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4946|1|0|0|P01A20|PEDIDO 01A20|P01A20|Pedido|49298|01A20|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4947|300000004|0|0|P02B03|PEDIDO 02B03|P02B03|Pedido|85540|02B03|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4948|1|0|0|P01A21|PEDIDO 01A21|P01A21|Pedido|47711|01A21|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4949|300000004|0|0|P02B04|PEDIDO 02B04|P02B04|Pedido|79668|02B04|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4950|1|0|0|P01A22|PEDIDO 01A22|P01A22|Pedido|44589|01A22|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4951|300000004|0|0|P02B05|PEDIDO 02B05|P02B05|Pedido|78519|02B05|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4952|300000004|0|0|P02B06|PEDIDO 02B06|P02B06|Pedido|79608|02B06|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4953|300000004|0|0|P02B07|PEDIDO 02B07|P02B07|Pedido|82572|02B07|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
4954|1|0|0|P01A23|PEDIDO 01A23|P01A23|Pedido|51406|01A23|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4955|300000004|0|0|P02B08|PEDIDO 02B08|P02B08|Pedido|76553|02B08|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
4956|1|0|0|P01A24|PEDIDO 01A24|P01A24|Pedido|48471|01A24|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4957|300000004|0|0|P02B09|PEDIDO 02B09|P02B09|Pedido|76460|02B09|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4958|1|0|0|P01A25|PEDIDO 01A25|P01A25|Pedido|48958|01A25|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4959|300000004|0|0|P02B10|PEDIDO 02B10|P02B10|Pedido|76701|02B10|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4960|1|0|0|P01A26|PEDIDO 01A26|P01A26|Pedido|47963|01A26|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4961|300000004|0|0|P02B11|PEDIDO 02B11|P02B11|Pedido|78399|02B11|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
4962|300000004|0|0|P02B12|PEDIDO 02B12|P02B12|Pedido|79616|02B12|7|5|200|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
4963|300000004|0|0|P02B13|PEDIDO 02B13|P02B13|Pedido|84425|02B13|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4964|300000004|0|0|P02B14|PEDIDO 02B14|P02B14|Pedido|83045|02B14|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
4965|300000004|0|0|P02B15|PEDIDO 02B15|P02B15|Pedido|83366|02B15|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
4966|300000004|0|0|P02B16|PEDIDO 02B16|P02B16|Pedido|81619|02B16|7|5|200|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4967|1|0|0|P01A27|PEDIDO 01A27|P01A27|Pedido|49771|01A27|7|5|150|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4968|300000004|0|0|P02B17|PEDIDO 02B17|P02B17|Pedido|80761|02B17|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
4969|1|0|0|P01A28|PEDIDO 01A28|P01A28|Pedido|49998|01A28|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4970|300000004|0|0|P02B18|PEDIDO 02B18|P02B18|Pedido|46395|02B18|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
4971|1|0|0|P01A29|PEDIDO 01A29|P01A29|Pedido|49273|01A29|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4972|300000004|0|0|P02B19|PEDIDO 02B19|P02B19|Pedido|161204|02B19|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
4973|300000004|0|0|P02B20|PEDIDO 02B20|P02B20|Pedido|44935|02B20|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false||0|false
4975|300000004|0|0|P02C01|PEDIDO 02C01|P02C01|Pedido|65803|02C01|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
4976|300000004|0|0|P02C02|PEDIDO 02C02|P02C02|Pedido|55507|02C02|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4977|1|0|0|P01A30|PEDIDO 01A30|P01A30|Pedido|50214|01A30|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4978|1|0|0|P01A31|PEDIDO 01A31|P01A31|Pedido|46732|01A31|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4979|1|0|0|P01A32|PEDIDO 01A32|P01A32|Pedido|47998|01A32|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4980|300000004|0|0|P02C03|PEDIDO 02C03|P02C03|Pedido|56369|02C03|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
4981|300000004|0|0|P02C04|PEDIDO 02C04|P02C04|Pedido|55211|02C04|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4982|1|0|0|P01A33|PEDIDO 01A33|P01A33|Pedido|47229|01A33|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4983|300000004|0|0|P02C05|PEDIDO 02C05|P02C05|Pedido|53699|02C05|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
4984|300000004|0|0|P02C06|PEDIDO 02C06|P02C06|Pedido|65691|02C06|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4985|1|0|0|P01A34|PEDIDO 01A34|P01A34|Pedido|49854|01A34|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4986|300000004|0|0|P02C07|PEDIDO 02C07|P02C07|Pedido|55365|02C07|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4987|1|0|0|P01A35|PEDIDO 01A35|P01A35|Pedido|49985|01A35|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4989|1|0|0|P01A36|PEDIDO 01A36|P01A36|Pedido|48747|01A36|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4990|300000004|0|0|P02C08|PEDIDO 02C08|P02C08|Pedido|53896|02C08|7|5|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4991|1|0|0|P01A37|PEDIDO 01A37|P01A37|Pedido|50539|01A37|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4992|300000004|0|0|P02C09|PEDIDO 02C09|P02C09|Pedido|53171|02C09|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
4993|300000004|0|0|P02C10|PEDIDO 02C10|P02C10|Pedido|52804|02C10|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
4994|1|0|0|P01A38|PEDIDO 01A38|P01A38|Pedido|50187|01A38|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4995|300000004|0|0|P02C11|PEDIDO 02C11|P02C11|Pedido|56206|02C11|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4996|1|0|0|P01A39|PEDIDO 01A39|P01A39|Pedido|48293|01A39|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4997|300000004|0|0|P02C12|PEDIDO 02C12|P02C12|Pedido|54800|02C12|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4998|1|0|0|P01A40|PEDIDO 01A40|P01A40|Pedido|49171|01A40|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
4999|300000004|0|0|P02C13|PEDIDO 02C13|P02C13|Pedido|56947|02C13|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5000|1|0|0|P01A41|PEDIDO 01A41|P01A41|Pedido|31710|01A41|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5001|300000004|0|0|P02C14|PEDIDO 02C14|P02C14|Pedido|53310|02C14|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5002|1|0|0|P01A42|PEDIDO 01A42|P01A42|Pedido|29006|01A42|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5003|300000004|0|0|P02C15|PEDIDO 02C15|P02C15|Pedido|51225|02C15|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5004|1|0|0|P01A43|PEDIDO 01A43|P01A43|Pedido|30646|01A43|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5005|1|0|0|P01A44|PEDIDO 01A44|P01A44|Pedido|30839|01A44|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5006|300000004|0|0|P02C16|PEDIDO 02C16|P02C16|Pedido|63350|02C16|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5007|1|0|0|P01A45|PEDIDO 01A45|P01A45|Pedido|29793|01A45|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5008|300000004|0|0|P02C17|PEDIDO 02C17|P02C17|Pedido|55577|02C17|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5009|300000004|0|0|P02C18|PEDIDO 02C18|P02C18|Pedido|24626|02C18|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
5010|1|0|0|PA01|PEDIDO A01|PA01|Pedido|46767|A01|7|3|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5011|300000004|0|0|P02C19|PEDIDO 02C19|P02C19|Pedido|24051|02C19|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
5012|300000004|0|0|P02C20|PEDIDO 02C20|P02C20|Pedido|16488|02C20|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false||0|false
5013|1|0|0|PA04|PEDIDO A04|PA04|Pedido|42859|A04|7|3|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
5014|300000004|0|0|P02MP01|PEDIDO 02MP01|P02MP01|Pedido|72276|02MP01|7|6|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
5015|1|0|0|P01A46|PEDIDO 01A46|P01A46|Pedido|31171|01A46|7|5|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
